a_coruna;spain
aalborg;denmark
aarhus;denmark
aberdeen;uk
aberdeen_wa;washington
aberystwyth;uk
afula;israel
ajaccio;france
akko;israel
akranes;iceland
akureyri;iceland
alajarvi;finland
alakurtti;russia
alamogordo;new_mexico
albacete;spain
alban;france
albuquerque;new_mexico
alexandroup;greece
algeciras;spain
almaraz;spain
almeria;spain
amman;jordan
amsterdam;netherlands
ancona;italy
andorra;andorra
angers;france
antwerp;belgium
aqaba;jordan
arad;romania
are;sweden
arhus;denmark
arnhem;netherlands
artesia;new_mexico
arxangelsk;russia
ashdod;israel
ashkelon;israel
astoria;oregon
augustow;poland
aurach;germany
babruysk;belarus
bacau;romania
badajoz;spain
bado;germany
baiamare;romania
bailen;spain
bakersfield;california
balti;moldova
balvi;latvia
banjaluka;bosnia
baranovichi;belarus
barcelona;spain
bari;italy
barstow;california
basel;switzerland
bastia;france
bayonne;france
bbiala;poland
beersheva;israel
beirut;lebanon
beja;portugal
belda;poland
belfast;uk
bellingham;washington
bend;oregon
beograd;serbia
bergen;norway
berlin;germany
bern;switzerland
betshean;israel
bialystok;poland
biatorbagy;hungary
bicske;hungary
bilbao;spain
birmingham;uk
birsay;uk
bitola;macedonia
blagoevgrad;bulgaria
blonduos;iceland
bobolice;poland
bodajk;hungary
bologna;italy
bolungarvik;iceland
bonifacio;france
bonn;germany
bordeaux;france
borgarnes;iceland
borisoglebsk;russia
bourges;france
brasov;romania
bratislava;slovakia
brect;belarus
bremen;germany
bremerhaven;germany
brest;france
brno;czech
broadford;uk
brussel;belgium
bryansk;russia
bucuresti;romania
budapest;hungary
burg;germany
burgas;bulgaria
burgos;spain
burns;oregon
busko;poland
byblos;lebanon
bydgoszcz;poland
bystrica;slovakia
caen;france
cagliari;italy
cairnryan;uk
calais;france
calarasi;romania
calvi;france
cambridge;uk
camp_verde;arizona
canfranc;spain
canterbury;uk
cardiff;uk
carlisle;uk
carlsbad;california
carlsbad_nm;new_mexico
carson_city;nevada
cassino;italy
catania;italy
catanzaro;italy
cedar_city;utah
cegled;hungary
cernavoda;romania
chelmsford;uk
chernyakh;russia
chisinau;moldova
cieszyn;poland
ciudad_real;spain
civaux;france
clermont;france
clifton;arizona
clovis;new_mexico
cluj;romania
cluj_napoca;romania
coimbra;portugal
colville;washington
constanta;romania
coos_bay;oregon
cordoba;spain
corticadas;portugal
craiova;romania
croydon;uk
czluchow;poland
damascus;syria
damietta;egypt
daugavpils;latvia
debrecen;hungary
deraa;syria
dijon;france
dimona;israel
doboj;bosnia
dombas;norway
donostia;spain
dortmund;germany
douglas;iom
dover;uk
drammen;norway
dresden;germany
dublin;ireland
duisburg;germany
dumfries;uk
dusseldorf;germany
dziwnowek;poland
edinburgh;uk
edirne;turkey
ehrenberg;arizona
eilat;israel
eindhoven;netherlands
eingedi;israel
el_centro;california
el_ejido;spain
elarish;egypt
elblag;poland
elk;poland
elko;nevada
ely;nevada
engels;russia
erfurt;germany
esbjerg;denmark
eugene;oregon
eureka;california
europabr;austria
everett;washington
evie;uk
evora;portugal
farmington;new_mexico
faro;portugal
felixstowe;uk
firenze;italy
fishguard;uk
fjardabyggd;iceland
flagstaff;arizona
flensburg;germany
folkestone;uk
forst;germany
frankfurt;germany
fraserburgh;uk
frederikshv;denmark
fresno;california
ftwilliam;uk
furth;germany
g_canyon_vlg;arizona
galati;romania
gallup;new_mexico
galway;ireland
gardermoen;norway
gavle;sweden
gdansk;poland
gdynia;poland
gedser;denmark
geilo;norway
geisel;germany
geneve;switzerland
genova;italy
gijon;spain
gizycko;poland
glasgow;uk
golfech;france
gomel;belarus
gorzow;poland
goteborg;sweden
granada;spain
grand_coulee;washington
graz;austria
grimsby;uk
groedig;austria
groningen;netherlands
grudziadz;poland
grumantbyen;svalbard
guarda;portugal
gulbene;latvia
gusev;russia
gyor;hungary
haapsalu;finland
hadera;israel
haifa;israel
hainburg;austria
halle;germany
hamar;norway
hamburg;germany
hameenlinna;finland
hammerfest;norway
hannover;germany
haparanda;sweden
haql;saudia
havre;france
hawes;uk
heilbronn;germany
helsingborg;sweden
helsinki;finland
herning;denmark
herzliya;israel
hiorthhamn;norway
hirtshals;denmark
hobbs;new_mexico
hofn;iceland
holbrook;arizona
holmavik;iceland
holstebro;denmark
holyhead;uk
honefoss;norway
honningsvag;norway
hornbrook;california
huelva;spain
huesca;spain
hull;uk
hunedoara;romania
huron;california
iasi;romania
ilawa;poland
ilowa;poland
ilza;poland
innsbruck;austria
inverness;uk
ioannina;greece
irbid;jordan
irun;spain
isafjordur;iceland
istanbul;turkey
ivalo;finland
izra;syria
jaca;spain
jackpot;nevada
janow;poland
jaworznia;poland
jekabpils;latvia
jericho;westbank
jerusalem;israel
jihlava;czech
joensuu;finland
jonkoping;sweden
jonquera;spain
jyvaskyla;finland
kaliningrad;russia
kalix;sweden
